A:29200, W:730, H:40
A:293290, W:422, H:695
A:95319, W:623, H:153
A:190390, W:482, H:395
A:297308, W:638, H:466
A:85280, W:205, H:416
A:21318, W:323, H:66
A:18748, W:109, H:172
A:546840, W:980, H:558
A:20128, W:37, H:544
A:41943, W:341, H:123
A:13420, W:20, H:671
A:4825, W:965, H:5
A:445718, W:806, H:553
A:77578, W:158, H:491
A:392488, W:568, H:691
A:236157, W:669, H:353
A:657342, W:846, H:777
A:225423, W:891, H:253
A:727914, W:807, H:902
A:391706, W:571, H:686
A:65241, W:99, H:659
A:62514, W:69, H:906
A:632709, W:747, H:847
A:2704, W:338, H:8
A:128770, W:163, H:790
A:247245, W:265, H:933
A:255312, W:324, H:788
A:743028, W:858, H:866
A:29808, W:108, H:276
A:253080, W:760, H:333
A:452952, W:466, H:972
A:312620, W:980, H:319
A:14780, W:20, H:739
A:2040, W:136, H:15
A:255765, W:867, H:295
A:40621, W:49, H:829
A:7200, W:10, H:720
A:381650, W:898, H:425
A:206635, W:715, H:289
A:315532, W:764, H:413
A:427000, W:875, H:488
A:184512, W:186, H:992
A:32301, W:111, H:291
A:26004, W:132, H:197
A:12283, W:71, H:173
A:50702, W:202, H:251
A:35425, W:65, H:545
A:451010, W:595, H:758
A:52671, W:97, H:543
A:180564, W:734, H:246
A:74235, W:735, H:101
A:558540, W:642, H:870
A:41600, W:130, H:320
A:75120, W:313, H:240
A:176660, W:220, H:803
A:28750, W:50, H:575
A:367172, W:598, H:614
A:220779, W:999, H:221
A:310082, W:454, H:683
A:433048, W:532, H:814
A:517137, W:773, H:669
A:80520, W:122, H:660
A:247212, W:654, H:378
A:800184, W:866, H:924
A:4484, W:236, H:19
A:594562, W:797, H:746
A:263451, W:411, H:641
A:116500, W:500, H:233
A:378250, W:425, H:890
A:209124, W:628, H:333
A:7960, W:398, H:20
A:445008, W:876, H:508
A:57419, W:67, H:857
A:78660, W:570, H:138
A:15604, W:47, H:332
A:79464, W:154, H:516
A:49632, W:376, H:132
A:68800, W:200, H:344
A:310912, W:448, H:694
A:1947, W:33, H:59
A:854451, W:981, H:871
A:470799, W:477, H:987
A:174930, W:357, H:490
A:21296, W:968, H:22
A:141887, W:713, H:199
A:304785, W:585, H:521
A:43050, W:82, H:525
A:549180, W:810, H:678
A:7146, W:794, H:9
A:25440, W:265, H:96
A:29627, W:53, H:559
A:16694, W:982, H:17
A:466983, W:583, H:801
A:48018, W:318, H:151
A:184314, W:663, H:278
A:281190, W:455, H:618
A:260304, W:348, H:748
A:263846, W:358, H:737
A:222855, W:895, H:249
A:576009, W:669, H:861
A:561388, W:586, H:958
A:663765, W:969, H:685
A:30938, W:31, H:998
A:53580, W:235, H:228
A:302604, W:604, H:501
A:154224, W:189, H:816
A:375564, W:789, H:476
A:691860, W:887, H:780
A:34668, W:107, H:324
A:140850, W:626, H:225
A:722275, W:835, H:865
A:622656, W:846, H:736
A:389940, W:970, H:402
A:107380, W:295, H:364
A:34608, W:112, H:309
A:253110, W:885, H:286
A:92560, W:178, H:520
A:285152, W:532, H:536
A:138270, W:165, H:838
A:113088, W:192, H:589
A:284000, W:400, H:710
A:140456, W:181, H:776
A:40426, W:41, H:986
A:530491, W:559, H:949
A:271534, W:274, H:991
A:271220, W:710, H:382
A:2072, W:37, H:56
A:243612, W:804, H:303
A:143856, W:486, H:296
A:194700, W:649, H:300
A:82911, W:953, H:87
A:449350, W:550, H:817
A:51775, W:475, H:109
A:80937, W:529, H:153
A:47369, W:101, H:469
A:41683, W:73, H:571
A:762008, W:862, H:884
A:318790, W:355, H:898
A:17712, W:984, H:18
A:221680, W:340, H:652
A:474705, W:959, H:495
A:479136, W:496, H:966
A:172458, W:429, H:402
A:60652, W:514, H:118
A:35190, W:153, H:230
A:338100, W:980, H:345
A:288304, W:592, H:487
A:424446, W:649, H:654
A:418348, W:469, H:892
A:83700, W:186, H:450
A:334632, W:382, H:876
A:104910, W:390, H:269
A:139586, W:983, H:142
A:18081, W:21, H:861
A:713601, W:723, H:987
A:647046, W:927, H:698
A:141225, W:807, H:175
A:6120, W:40, H:153
A:734608, W:937, H:784
A:23547, W:47, H:501
A:288558, W:697, H:414
A:322344, W:888, H:363
A:583200, W:600, H:972
A:424974, W:822, H:517
A:85790, W:230, H:373
A:632098, W:997, H:634
A:16616, W:248, H:67
A:84165, W:543, H:155
A:20856, W:66, H:316
A:135405, W:765, H:177
A:60384, W:592, H:102
A:373352, W:904, H:413
A:296468, W:548, H:541
A:363072, W:744, H:488
A:11798, W:347, H:34
A:90972, W:133, H:684
A:231536, W:232, H:998
A:47000, W:940, H:50
A:1578, W:6, H:263
A:16470, W:61, H:270
A:702240, W:912, H:770
A:119560, W:427, H:280
A:662, W:331, H:2
A:565479, W:747, H:757
A:551425, W:959, H:575
A:236205, W:905, H:261
A:102835, W:785, H:131
A:243810, W:903, H:270
A:199773, W:453, H:441
A:387167, W:671, H:577
A:10902, W:138, H:79
A:89470, W:778, H:115
A:208964, W:878, H:238
A:310726, W:442, H:703
A:24308, W:236, H:103
A:4158, W:14, H:297
A:55200, W:138, H:400
A:169176, W:212, H:798
A:197288, W:728, H:271
A:630476, W:644, H:979
A:155170, W:590, H:263
A:43011, W:729, H:59
A:238854, W:726, H:329
A:139519, W:283, H:493
A:21624, W:106, H:204
A:581196, W:924, H:629
A:13064, W:23, H:568
A:182896, W:184, H:994
A:2046, W:66, H:31
A:43200, W:200, H:216
A:5133, W:177, H:29
A:249288, W:376, H:663
A:363050, W:685, H:530
A:55965, W:287, H:195
A:614190, W:694, H:885
A:111720, W:456, H:245
A:596936, W:664, H:899
A:196182, W:567, H:346
A:207376, W:997, H:208
A:517175, W:685, H:755
A:461736, W:636, H:726
A:315448, W:344, H:917
A:270368, W:568, H:476
A:57589, W:133, H:433
A:116640, W:540, H:216
A:594297, W:759, H:783
A:6976, W:109, H:64
A:439000, W:500, H:878
A:430544, W:568, H:758
A:342090, W:630, H:543
A:295596, W:414, H:714
A:347952, W:528, H:659
A:66640, W:196, H:340
A:24242, W:713, H:34
A:8288, W:112, H:74
A:600996, W:638, H:942
A:438396, W:714, H:614
A:229829, W:739, H:311
A:154100, W:575, H:268
A:156584, W:529, H:296
A:297528, W:588, H:506
A:899470, W:935, H:962
A:305745, W:545, H:561
A:173360, W:394, H:440
A:554524, W:883, H:628
A:309590, W:415, H:746
A:268866, W:766, H:351
A:49322, W:91, H:542
A:287595, W:747, H:385
A:243779, W:433, H:563
A:940, W:47, H:20
A:308504, W:787, H:392
A:219172, W:628, H:349
A:217140, W:420, H:517
A:156468, W:236, H:663
A:59760, W:166, H:360
A:146487, W:579, H:253
A:369904, W:976, H:379
A:319712, W:388, H:824
A:20414, W:346, H:59
A:12350, W:38, H:325
A:28028, W:91, H:308
A:325923, W:793, H:411
A:412164, W:963, H:428
A:343900, W:724, H:475
A:133110, W:261, H:510
A:253432, W:632, H:401
A:287545, W:439, H:655
A:6950, W:139, H:50
A:124230, W:205, H:606
A:194052, W:206, H:942
A:63118, W:418, H:151
A:141480, W:655, H:216
A:4225, W:169, H:25
A:227480, W:470, H:484
A:77916, W:604, H:129
A:302850, W:450, H:673
A:24716, W:74, H:334
A:300792, W:996, H:302
A:514532, W:614, H:838
A:374670, W:543, H:690
A:350150, W:470, H:745
A:276710, W:469, H:590
A:254205, W:945, H:269
A:210084, W:854, H:246
A:155052, W:876, H:177
A:44229, W:69, H:641
A:324945, W:783, H:415
A:14276, W:43, H:332
A:225841, W:539, H:419
A:137280, W:320, H:429
A:17375, W:695, H:25
A:100650, W:150, H:671
A:128936, W:284, H:454
A:125034, W:273, H:458
A:145521, W:333, H:437
A:481844, W:932, H:517
A:49647, W:67, H:741
A:173604, W:782, H:222
A:35920, W:80, H:449
A:443520, W:693, H:640
A:51800, W:259, H:200
A:10527, W:33, H:319
A:144274, W:179, H:806
A:76960, W:740, H:104
A:59645, W:79, H:755
A:358125, W:625, H:573
A:36040, W:340, H:106
A:620285, W:947, H:655
A:888349, W:913, H:973
A:148404, W:447, H:332
A:145600, W:832, H:175
A:39312, W:468, H:84
A:191308, W:566, H:338
A:183855, W:721, H:255
A:273562, W:437, H:626
A:60600, W:120, H:505
A:146894, W:607, H:242
A:24600, W:75, H:328
A:592338, W:807, H:734
A:3180, W:60, H:53
A:10800, W:50, H:216
A:331329, W:537, H:617
A:49096, W:76, H:646
A:647325, W:959, H:675
A:558304, W:584, H:956
A:499954, W:574, H:871
A:95850, W:639, H:150
A:183744, W:198, H:928
A:192765, W:213, H:905
A:81736, W:136, H:601
A:174400, W:800, H:218
A:51984, W:144, H:361
A:75317, W:451, H:167
A:13234, W:26, H:509
A:3074, W:58, H:53
A:288014, W:394, H:731
A:611430, W:687, H:890
A:363584, W:368, H:988
A:42768, W:324, H:132
A:34944, W:84, H:416
A:116594, W:194, H:601
A:64071, W:567, H:113
A:689056, W:706, H:976
A:72450, W:322, H:225
A:174768, W:993, H:176
A:285570, W:570, H:501
A:148800, W:465, H:320
A:19908, W:316, H:63
A:575250, W:590, H:975
A:89908, W:182, H:494
A:85910, W:142, H:605
A:114751, W:679, H:169
A:457997, W:493, H:929
A:394788, W:591, H:668
A:360932, W:631, H:572
A:59730, W:66, H:905
A:58058, W:143, H:406
A:94752, W:336, H:282
A:575200, W:800, H:719
A:405270, W:513, H:790
A:306114, W:626, H:489
A:432960, W:960, H:451
A:5472, W:456, H:12
A:705180, W:805, H:876
A:94478, W:487, H:194
A:541502, W:767, H:706
A:139077, W:153, H:909
A:314878, W:626, H:503
A:54207, W:171, H:317
A:28341, W:141, H:201
A:77880, W:660, H:118
A:174276, W:423, H:412
A:78055, W:335, H:233
A:196140, W:420, H:467
A:474660, W:810, H:586
A:178640, W:290, H:616
A:49296, W:104, H:474
A:189274, W:937, H:202
A:497960, W:844, H:590
A:4302, W:18, H:239
A:202520, W:415, H:488
A:9628, W:166, H:58
A:53200, W:76, H:700
A:1242, W:27, H:46
A:607260, W:698, H:870
A:29148, W:347, H:84
A:596148, W:658, H:906
A:768453, W:989, H:777
A:1272, W:106, H:12
A:45120, W:48, H:940
A:170520, W:280, H:609
A:274995, W:485, H:567
A:348687, W:387, H:901
A:178503, W:597, H:299
A:215364, W:822, H:262
A:627075, W:675, H:929
A:134846, W:382, H:353
A:57658, W:227, H:254
A:116604, W:711, H:164
A:214076, W:218, H:982
A:130744, W:554, H:236
A:286464, W:768, H:373
A:152640, W:530, H:288
A:15436, W:908, H:17
A:30747, W:831, H:37
A:62424, W:918, H:68
A:45368, W:106, H:428
A:646198, W:707, H:914
A:60970, W:938, H:65
A:68684, W:892, H:77
A:124712, W:238, H:524
A:333336, W:344, H:969
A:211484, W:364, H:581
A:754284, W:956, H:789
A:1128, W:282, H:4
A:257280, W:384, H:670
A:83381, W:419, H:199
A:538020, W:588, H:915
A:319200, W:532, H:600
A:481496, W:866, H:556
A:561946, W:623, H:902
A:109980, W:117, H:940
A:155904, W:768, H:203
A:36059, W:107, H:337
A:75430, W:190, H:397
A:279775, W:775, H:361
A:188244, W:756, H:249
A:153920, W:370, H:416
A:280053, W:841, H:333
A:338381, W:523, H:647
A:693044, W:829, H:836
A:105228, W:948, H:111
A:74480, W:245, H:304
A:126490, W:455, H:278
A:260984, W:808, H:323
A:395305, W:865, H:457
A:78204, W:98, H:798
A:489218, W:662, H:739
A:217342, W:401, H:542
A:176217, W:453, H:389
A:334565, W:847, H:395
A:356643, W:357, H:999
A:276080, W:464, H:595
A:499656, W:872, H:573
A:23268, W:28, H:831
A:662067, W:791, H:837
A:44932, W:47, H:956
A:72864, W:414, H:176
A:111523, W:487, H:229
A:64080, W:178, H:360
A:144235, W:317, H:455
A:190400, W:448, H:425
A:37224, W:72, H:517
A:17424, W:264, H:66
A:364227, W:727, H:501
A:415758, W:521, H:798
A:224266, W:581, H:386
A:89460, W:142, H:630
A:106795, W:265, H:403
A:47466, W:586, H:81
A:282092, W:647, H:436
A:61855, W:89, H:695
A:539148, W:753, H:716
A:547486, W:599, H:914
A:576638, W:802, H:719
A:8708, W:28, H:311
A:301265, W:445, H:677
A:137040, W:240, H:571
A:273883, W:401, H:683
A:86139, W:563, H:153
A:312576, W:888, H:352
A:441768, W:632, H:699
A:30992, W:104, H:298
A:68013, W:99, H:687
A:139874, W:721, H:194
A:194292, W:257, H:756
A:14208, W:384, H:37
A:186436, W:367, H:508
A:44004, W:579, H:76
A:673222, W:862, H:781
A:104666, W:118, H:887
A:515799, W:669, H:771
A:164580, W:390, H:422
A:414720, W:640, H:648
A:30240, W:140, H:216
A:23241, W:127, H:183
A:100555, W:845, H:119
A:105090, W:186, H:565
A:704781, W:791, H:891
A:286011, W:891, H:321
A:231812, W:974, H:238
A:581268, W:708, H:821
A:88320, W:736, H:120
A:38399, W:43, H:893
A:231705, W:813, H:285
A:66872, W:643, H:104
A:322524, W:867, H:372
A:327558, W:462, H:709
A:24864, W:777, H:32
A:210240, W:360, H:584
A:273996, W:387, H:708
A:407700, W:453, H:900
A:136754, W:677, H:202
A:309871, W:893, H:347
A:817903, W:827, H:989
A:83692, W:343, H:244
A:1425, W:57, H:25
A:326095, W:539, H:605
A:177018, W:326, H:543
A:661122, W:693, H:954
A:432363, W:863, H:501
A:98580, W:159, H:620
A:488277, W:681, H:717
A:402520, W:694, H:580
A:27830, W:46, H:605
A:75472, W:424, H:178
A:496324, W:668, H:743
A:105448, W:196, H:538
A:102660, W:354, H:290
A:24786, W:243, H:102
A:467264, W:596, H:784
A:129786, W:669, H:194
A:336409, W:353, H:953
A:263341, W:431, H:611
A:614588, W:892, H:689
A:480396, W:588, H:817
A:163072, W:256, H:637
A:442264, W:937, H:472
A:461148, W:463, H:996
A:514629, W:813, H:633
A:77175, W:525, H:147
A:147030, W:169, H:870
A:13120, W:320, H:41
A:216184, W:244, H:886
A:100298, W:194, H:517
A:608674, W:803, H:758
A:157122, W:522, H:301
A:80823, W:87, H:929
A:159104, W:904, H:176
A:195000, W:375, H:520
A:510016, W:832, H:613
A:120408, W:696, H:173
A:249678, W:873, H:286
A:362748, W:817, H:444
A:253368, W:391, H:648
A:186000, W:500, H:372
A:180180, W:429, H:420
A:195562, W:706, H:277
A:16940, W:110, H:154
A:873610, W:878, H:995
A:66584, W:406, H:164
A:874818, W:917, H:954
A:395538, W:461, H:858
A:202740, W:436, H:465
A:48556, W:796, H:61
A:15985, W:139, H:115
A:488943, W:819, H:597
A:119364, W:609, H:196
A:459756, W:946, H:486
A:184688, W:952, H:194
A:53328, W:303, H:176
A:5336, W:58, H:92
A:499121, W:791, H:631
A:201349, W:227, H:887
A:396016, W:848, H:467
A:501558, W:537, H:934
A:444176, W:782, H:568
A:337652, W:778, H:434
A:70224, W:77, H:912
A:665127, W:789, H:843
A:33417, W:79, H:423
A:287028, W:804, H:357
A:93960, W:261, H:360
A:328320, W:384, H:855
A:11253, W:363, H:31
A:44088, W:501, H:88
A:17760, W:80, H:222
A:168502, W:487, H:346
A:13668, W:67, H:204
A:141015, W:237, H:595
A:104760, W:540, H:194
A:509010, W:893, H:570
A:1952, W:2, H:976
A:42007, W:353, H:119
A:349680, W:465, H:752
A:9198, W:73, H:126
A:236360, W:311, H:760
A:251262, W:297, H:846
A:10500, W:70, H:150
A:287583, W:771, H:373
A:337428, W:364, H:927
A:199200, W:240, H:830
A:161505, W:873, H:185
A:120204, W:252, H:477
A:5290, W:529, H:10
A:7110, W:15, H:474
A:36108, W:236, H:153
A:2783, W:11, H:253
A:71878, W:866, H:83
A:5082, W:154, H:33
A:190848, W:994, H:192
A:203040, W:216, H:940
A:3828, W:12, H:319
A:954, W:18, H:53
A:208714, W:358, H:583
A:525395, W:685, H:767
A:253216, W:772, H:328
A:286853, W:953, H:301
A:184500, W:500, H:369
A:37754, W:439, H:86
A:791811, W:873, H:907
A:107100, W:153, H:700
A:210900, W:950, H:222
A:112014, W:882, H:127
A:99327, W:293, H:339
A:493762, W:542, H:911
A:386456, W:536, H:721
A:120958, W:307, H:394
A:424128, W:752, H:564
A:296645, W:751, H:395
A:35332, W:44, H:803
A:296604, W:963, H:308
A:547525, W:605, H:905
A:152061, W:273, H:557
A:131274, W:351, H:374
A:209615, W:371, H:565
A:362060, W:842, H:430
A:346944, W:556, H:624
A:792934, W:898, H:883
A:347282, W:962, H:361
A:81164, W:788, H:103
A:287448, W:348, H:826
A:95844, W:163, H:588
A:515824, W:824, H:626
A:332919, W:521, H:639
A:267903, W:289, H:927
A:213642, W:249, H:858
A:22875, W:375, H:61
A:122146, W:157, H:778
A:134147, W:607, H:221
A:193200, W:483, H:400
A:784277, W:989, H:793
A:37026, W:374, H:99
A:1242, W:207, H:6
A:389804, W:874, H:446
A:91500, W:100, H:915
A:135594, W:279, H:486
A:257256, W:324, H:794
A:402288, W:986, H:408
A:382876, W:481, H:796
A:86688, W:129, H:672
A:595350, W:735, H:810
A:76268, W:829, H:92
A:43392, W:384, H:113
A:76586, W:149, H:514
A:149820, W:908, H:165
A:252912, W:528, H:479
A:50190, W:239, H:210
A:603089, W:683, H:883
A:311190, W:330, H:943
A:5700, W:100, H:57
A:198004, W:839, H:236
A:25500, W:510, H:50
A:434763, W:927, H:469
A:126324, W:319, H:396
A:128400, W:150, H:856
A:127170, W:270, H:471
A:250710, W:274, H:915
A:31248, W:144, H:217
A:25215, W:615, H:41
A:284055, W:653, H:435
A:172017, W:207, H:831
A:6664, W:14, H:476
A:42712, W:152, H:281
A:522648, W:714, H:732
A:415986, W:534, H:779
A:51134, W:74, H:691
A:367815, W:651, H:565
A:196650, W:345, H:570
A:282440, W:460, H:614
A:308224, W:512, H:602
A:10344, W:862, H:12
A:177309, W:297, H:597
A:389664, W:864, H:451
A:14036, W:58, H:242
A:379647, W:387, H:981
A:202960, W:860, H:236
A:509648, W:848, H:601
A:693489, W:813, H:853
A:214896, W:296, H:726
A:43245, W:155, H:279
A:589986, W:898, H:657
A:225400, W:490, H:460
A:116160, W:704, H:165
A:35642, W:71, H:502
A:251713, W:539, H:467
A:43542, W:118, H:369
A:172155, W:345, H:499
A:175392, W:609, H:288
A:263302, W:779, H:338
A:507458, W:938, H:541
A:307152, W:948, H:324
A:36271, W:83, H:437
A:91317, W:183, H:499
A:627644, W:692, H:907
A:170560, W:328, H:520
A:156612, W:421, H:372
A:384524, W:886, H:434
A:39695, W:85, H:467
A:181675, W:559, H:325
A:1404, W:26, H:54
A:272025, W:325, H:837
A:34161, W:193, H:177
A:13133, W:23, H:571
A:264, W:264, H:1
A:501093, W:603, H:831
A:325230, W:586, H:555
A:238252, W:938, H:254
A:392826, W:987, H:398
A:174286, W:413, H:422
A:227772, W:228, H:999
A:130680, W:135, H:968
A:825432, W:978, H:844
A:587455, W:971, H:605
A:85140, W:330, H:258
A:2499, W:7, H:357
A:853776, W:968, H:882
A:247000, W:520, H:475
A:300960, W:528, H:570
A:68973, W:249, H:277
A:412020, W:436, H:945
A:414876, W:462, H:898
A:467880, W:840, H:557
A:212574, W:998, H:213
A:107616, W:354, H:304
A:123921, W:281, H:441
A:626715, W:733, H:855
A:71145, W:765, H:93
A:396984, W:408, H:973
A:720885, W:935, H:771
A:330832, W:899, H:368
A:577116, W:697, H:828
A:64246, W:706, H:91
A:705114, W:911, H:774
A:884268, W:957, H:924
A:918160, W:998, H:920
A:307380, W:654, H:470
A:673512, W:798, H:844
A:42885, W:45, H:953
A:168130, W:391, H:430
A:411736, W:856, H:481
A:31191, W:843, H:37
A:193411, W:719, H:269
A:685656, W:963, H:712
A:185040, W:720, H:257
A:1199, W:109, H:11
A:118974, W:502, H:237
A:4214, W:43, H:98
A:238761, W:239, H:999
A:42075, W:55, H:765
A:209410, W:974, H:215
A:14760, W:246, H:60
A:386012, W:566, H:682
A:332871, W:363, H:917
A:506664, W:744, H:681
A:48984, W:78, H:628
A:246006, W:519, H:474
A:523784, W:932, H:562
A:465678, W:738, H:631
A:574560, W:864, H:665
A:843900, W:970, H:870
A:184988, W:898, H:206
A:490392, W:588, H:834
A:176088, W:319, H:552
A:55055, W:385, H:143
A:734314, W:826, H:889
A:632060, W:884, H:715
A:296478, W:362, H:819
A:92748, W:708, H:131
A:161188, W:683, H:236
A:208380, W:755, H:276
A:60605, W:713, H:85
A:30874, W:718, H:43
A:355725, W:459, H:775
A:90347, W:541, H:167
A:212004, W:604, H:351
A:74942, W:101, H:742
A:236192, W:488, H:484
A:641585, W:805, H:797
A:216630, W:261, H:830
A:37224, W:846, H:44
A:173775, W:175, H:993
A:114600, W:191, H:600
A:233539, W:409, H:571
A:343285, W:967, H:355
A:44880, W:136, H:330
A:402548, W:628, H:641
A:196874, W:346, H:569
A:451572, W:484, H:933
A:67760, W:880, H:77
A:151208, W:922, H:164
A:144840, W:408, H:355
A:176605, W:715, H:247
A:702520, W:910, H:772
A:603519, W:609, H:991
A:69561, W:531, H:131
A:78260, W:215, H:364
A:663170, W:830, H:799
A:309729, W:903, H:343
A:295724, W:611, H:484
A:654417, W:817, H:801
A:117855, W:873, H:135
A:136920, W:652, H:210
A:86553, W:489, H:177
A:245644, W:434, H:566
A:41409, W:963, H:43
A:242138, W:871, H:278
A:445108, W:499, H:892
A:209734, W:994, H:211
A:240084, W:972, H:247
A:85680, W:119, H:720
A:70704, W:491, H:144
A:7524, W:132, H:57
A:359424, W:832, H:432
A:142922, W:299, H:478
A:293679, W:657, H:447
A:101536, W:152, H:668
A:81134, W:359, H:226
A:270618, W:851, H:318
A:588700, W:812, H:725
A:107008, W:304, H:352
A:96258, W:789, H:122
A:650388, W:653, H:996
A:94743, W:261, H:363
A:319675, W:475, H:673
A:23868, W:27, H:884
A:26961, W:33, H:817
A:207417, W:357, H:581
A:93093, W:429, H:217
A:328520, W:764, H:430
A:62376, W:92, H:678
A:580008, W:858, H:676
A:169422, W:453, H:374
A:30651, W:601, H:51
A:431909, W:521, H:829
A:561700, W:685, H:820
A:103965, W:717, H:145
A:166770, W:981, H:170
A:435128, W:499, H:872
A:5089, W:7, H:727
A:382374, W:582, H:657
A:880760, W:970, H:908
A:450288, W:477, H:944
A:830655, W:879, H:945
A:120060, W:522, H:230
A:56202, W:58, H:969
A:732336, W:803, H:912
A:337692, W:526, H:642
A:1232, W:88, H:14
A:708549, W:919, H:771
A:191682, W:926, H:207
A:38380, W:404, H:95
A:221633, W:883, H:251
A:641080, W:940, H:682
A:8379, W:147, H:57
A:719312, W:976, H:737
A:744753, W:859, H:867
A:27702, W:81, H:342
A:115020, W:852, H:135
A:664332, W:667, H:996
A:610470, W:714, H:855
A:133920, W:155, H:864
A:111900, W:150, H:746
A:60517, W:829, H:73
A:5344, W:8, H:668
A:156996, W:178, H:882
A:3380, W:65, H:52
A:86715, W:423, H:205
A:313200, W:432, H:725
A:382722, W:681, H:562
A:35845, W:67, H:535
A:358976, W:568, H:632
A:216087, W:969, H:223
A:318435, W:345, H:923
A:542728, W:758, H:716
A:43615, W:793, H:55
A:46746, W:126, H:371
A:502824, W:574, H:876
A:124950, W:357, H:350
A:182336, W:704, H:259
A:79008, W:823, H:96
A:47080, W:856, H:55
A:320732, W:443, H:724
A:536704, W:896, H:599
A:13635, W:45, H:303
A:80940, W:228, H:355
A:4455, W:5, H:891
A:184675, W:415, H:445
A:584970, W:930, H:629
A:16011, W:593, H:27
A:340770, W:370, H:921
A:116478, W:719, H:162
A:395160, W:534, H:740
A:61711, W:611, H:101
A:368630, W:386, H:955
A:300846, W:406, H:741
